ObjectID,bponOntEquipId,bponOntSerialNumber,bponOntSubscriberId1,bponOntSubscriberLocId,ifAdminStatus,ifOperStatus
R1.S1.LT1.PON3.ONT14,NOCLEICODEG240WA,ALCLF8715DAE,,WILDCARD,up,up
R1.S1.LT1.PON4.ONT17,NOCLEICODEG240WA,ALCLF8716802,,WILDCARD,up,down
R1.S1.LT1.PON6.ONT15,     00000G240WF,ALCLB3A5C5D6,, 22503309,up,up
R1.S1.LT1.PON3.ONT15,NOCLEICODEG240WA,ALCLF8716974,,WILDCARD,up,down
R1.S1.LT1.PON4.ONT14,NOCLEICODEG240WA,ALCLF8715349,,22505572,up,up
R1.S1.LT1.PON3.ONT16,,ALCLF87172CE,,WILDCARD,up,down
R1.S1.LT1.PON4.ONT19,NOCLEICODEG240WA,ALCLF871614D,,WILDCARD,up,up
R1.S1.LT1.PON5.ONT14,NOCLEICODEG240WA,ALCLF87159A1,,WILDCARD,up,up
R1.S1.LT1.PON6.ONT17,     00000G240WF,ALCLB3A5CE8E,,22503667,up,up
R1.S1.LT1.PON3.ONT17,NOCLEICODEG240WA,ALCLF8716F28,,WILDCARD,up,down
R1.S1.LT1.PON4.ONT16,NOCLEICODEG240WA,ALCLF8714EC4,,WILDCARD,up,up
R1.S1.LT1.PON5.ONT15,,ALCLF8715F1D,,WILDCARD,up,down
R1.S1.LT1.PON6.ONT14,     00000G240WF,ALCLB3A5C463,,22252665,up,down
R1.S1.LT1.PON4.ONT15,,ALCLF87152A4,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT14,,ALCLF8715990,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT17,NOCLEICODEG240WA,ALCLF8717211,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT15,,ALCLF87154FF,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT14,NOCLEICODEG240WA,ALCLF8716180,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT15,NOCLEICODEG240WA,ALCLF87151E6,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT16,NOCLEICODEG240WA,ALCLF8714E41,,WILDCARD,up,up
R1.S1.LT1.PON15.ONT19,NOCLEICODEG240WA,ALCLF871705B,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT14,NOCLEICODEG240WA,ALCLF8717048,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT17,,ALCLF8715F31,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT16,,ALCLF871615A,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT15,NOCLEICODEG240WA,ALCLF8716E2B,PBOxx-Fxx,22255653,up,up
R1.S1.LT1.PON15.ONT15,NOCLEICODEG240WA,ALCLF87172E2,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT12,NOCLEICODEG240WA,ALCLF8715550,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT13,NOCLEICODEG240WA,ALCLF871614F,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT12,NOCLEICODEG240WA,ALCLF8715CA6,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT10,,ALCLF87159F4,,WILDCARD,up,down
R1.S1.LT1.PON11.ONT13,,ALCLF8714FA7,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT11,NOCLEICODEG240WA,ALCLF87161AF,ADIDO3_PBO2487-F4,22253854,up,up
R1.S1.LT1.PON16.ONT12,NOCLEICODEG240WA,ALCLF8717205,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT11,NOCLEICODEG240WA,ALCLF87167CA,,22500224,up,up
R1.S1.LT1.PON11.ONT10,NOCLEICODEG240WA,ALCLF8714E08,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT13,NOCLEICODEG240WA,ALCLF871740F,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT12,NOCLEICODEG240WA,ALCLF8715A00,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT10,NOCLEICODEG240WA,ALCLF8715359,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT13,NOCLEICODEG240WA,ALCLF87167FE,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT13,NOCLEICODEG240WA,ALCLF8716E7D,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT12,,ALCLF8714EC5,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT11,     00000G240WF,ALCLB3CF07D4,ADIDO3_PBO237-F6,22506110,up,down
R1.S1.LT1.PON13.ONT10,NOCLEICODEG240WA,ALCLF8716382,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT10,     00000G240WF,ALCLB372A4DE,,22254083,up,down
R1.S1.LT1.PON15.ONT13,,ALCLF87167FC,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT11,,ALCLF8717070,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT10,NOCLEICODEG240WA,ALCLF871663C,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT11,     00000G240WF,ALCLB372AC85,,22253890,up,up
R1.S1.LT1.PON14.ONT12,,ALCLF8716DF2,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT10,NOCLEICODEG240WA,ALCLF8714F96,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT13,NOCLEICODEG240WA,ALCLF871743B,PBOxx-Fxx,22254012,up,up
R1.S1.LT1.PON15.ONT12,NOCLEICODEG240WA,ALCLF8715C88,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT11,NOCLEICODEG240WA,ALCLF8716639,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT18,NOCLEICODEG240WA,ALCLF8715417,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT16,,ALCLF87157E0,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT19,NOCLEICODEG240WA,ALCLF8714DE8,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT19,,ALCLF8716F1E,,WILDCARD,up,down
R1.S1.LT1.PON11.ONT18,,ALCLF8716640,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT17,NOCLEICODEG240WA,ALCLF8715BD3,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT16,,ALCLF87173D3,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT18,NOCLEICODEG240WA,ALCLF8715E64,,WILDCARD,up,up
R1.S1.LT1.PON15.ONT11,NOCLEICODEG240WA,ALCLF8716620,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT19,     00000G240WF,ALCLB3A7C9F7,ADIDO1,22256756,up,up
R1.S1.LT1.PON13.ONT18,NOCLEICODEG240WA,ALCLF8717200,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT14,NOCLEICODEG240WA,ALCLF8716FF3,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT17,NOCLEICODEG240WA,ALCLF8715CBD,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT15,NOCLEICODEG240WA,ALCLF8716182,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT18,NOCLEICODEG240WA,ALCLF87158F2,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT16,NOCLEICODEG240WA,ALCLF87152FB,,WILDCARD,up,down
R1.S1.LT1.PON10.ONT15,NOCLEICODEG240WA,ALCLF8716DAF,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT14,,ALCLF871508B,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT19,NOCLEICODEG240WA,ALCLF871729A,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT17,NOCLEICODEG240WA,ALCLF8715FCC,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT16,     00000G240WF,ALCLB3A5CAC0,,22254701,up,up
R1.S1.LT1.PON11.ONT19,NOCLEICODEG240WA,ALCLF8716375,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT14,NOCLEICODEG240WA,ALCLF8715F4F,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT17,,ALCLF8716D9C,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT18,NOCLEICODEG240WA,ALCLF8715D9D,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT17,NOCLEICODEG240WA,ALCLF871705D,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT16,,ALCLF871533B,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT15,NOCLEICODEG240WA,ALCLF8715994,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT14,,ALCLF8715DC9,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT19,NOCLEICODEG240WA,ALCLF8715F24,,WILDCARD,up,down
